1202506060238999990547     ESAP                                                                                         
5268836400        020101                                                                                                
68900010613      MUNICIPIO DE COR0000104033682035       20250515000015860000000000347400002030000058                    
6825000166       ALCALDIA MUNICIP000010017971908038     20250515000001010000000000231000002030000059                    
6891501723       MUNICIPIO DE CAL000010079486368657     20250515000002840000000000040900002030000060                    
68905019811      MUNICIPIO DE VIL0000104033659947       20250515000015860000000000253200002030000061                    
6890399046       SECRETARIA EDUCA000010529486715698     20250515000123840000000002441500002030000062                    
68915800168      DEPARTAMENTO DEL0000100733575068       20250515000050860000000001591200002030000063                    
68907068679      CONTRALORIA MUNI0000101333669541       20250515000028860000000000786000002030000064                    
6890208119       MUNICIPIO DE BET000010409487255829     20250515000002840000000000037900002030000065                    
69000395338      DEPARTAMENTO ADM000010021073007228     20250515000001880000000000016200002030000066                    
68915800168      DEPARTAMENTO DEL0000100733575155       20250515000028860000000000600500002030000067                    
6891855015       MUNICIPIO PAZ DE000010409487256110     20250515000012840000000000153300002030000068                    
69001481239      CONCEJO MUNICIPA0000100133670309       20250515000001860000000000007600002030000069                    
6890702034       MUNICIPIO DE LER000010019487256130     20250515000035840000000000618200002030000070                    
6800012638       MUNICIPIO HATO C000010409487256009     20250515000021840000000000364700002030000071                    
6800076751       ALCALDIA MUNICIP000010077973864526     20250515000001070000000000251200002030000072                    
6900924832       PERSONERIA MUNIC000010327972988485     20250515000001320000000000074400002030000073                    
68002394145      MUNICIPIO DEL CA0000100186605101       20250515000009830000000000064900002030000074                    
6800095782       MUNICIPIO SAN JO000010079487225907     20250515000038840000000000429900002030000075                    
6800099210       ALCALDIA MUNICIP000010079487222825     20250515000001840000000000000400002030000076                    
6819001362       PERSONERIA MUNIC000010019486681955     20250515000002840000000000036800002030000077                    
6840000344       CONSEJO MUNICIPA000010529486828693     20250501000001840000000000010700002030000078                    
6819001362       PERSONERIA MUNIC000010019485269070     20250415000002840000000000037400002030000079                    
68002394145      MUNICIPIO DEL CA0000100187066362       20250515000032830000000000375300002030000080                    
6899999119       PROCURADURIA GEN000010029486221545     20250515002911840000000133400700002030000081                    
6800035482       MUNICIPIO DE BEL000010407974187161     20250515000001400000000000250500002030000082                    
6800252197       PERSONERIA MUNIC000010017974187846     20250515000001010000000000049000002030000083                    
6892099324       MUNICIPIO DE VIL000010019485762687     20250215000001840000000000071500002030000084                    
6890983736       MUNICIPIO DE SAB000010407974147976     20250515000001400000000000402500002030000085                    
6800099058       MUNICIPIO DE ARB000010407973866261     20250515000001400000000000352700002030000086                    
6800096805       MUNICIPAL DE SAN000010017972796284     20250515000001010000000000655300002030000087                    
6800100519       MUNICIPIO DE FLO000010019487170798     20250515000075840000000001088800002030000088                    
6899999119       PROCURADURIA GEN000010029486221550     20250515001013840000000079835700002030000089                    
6890920814       MUNICIPIO DE SAN000010517973842387     20250515000001510000000000043000002030000090                    
6891201645       ALCALDIA MUNICIP000010027974032168     20250515000001020000000000420700002030000091                    
68301152263      MINISTERIO DEL T0000101387033324       20250515002004830000000060075600002030000092                    
6899999119       PROCURADURIA GEN000010029486221533     20250515001308840000000021501500002030000093                    
6800095511       MUNICIPIO DE MAR000010139487232865     20250515000035840000000000441100002030000094                    
6830065741       AUDITORIA GENERA000010517972831225     20250515000001510000000010601400002030000095                    
6900105660       CONCEJO MUNICIPA000010329487234063     20250515000001840000000000016900002030000096                    
6800099662       MUNICIPIO DE MON000010519487191709     20250515000071840000000000814400002030000097                    
6800059405       MUNICIPIO DE URU000010409487226027     20250515000039840000000000407100002030000098                    
6806005597       ASAMBLEA DEPARTA000010519487235459     20250515000018840000000002125700002030000099                    
6800099662       MUNICIPIO DE MON000010519487078165     20250515000001840000000000013000002030000100                    
68911800566      MUNICIPIO DE SAN0000100133661173       20240515000001860000000000000400002030000101                    
6800026368       MUNICIPIO DE FLO000010019486754119     20250515000002840000000000039800002030000102                    
6900085817       PERSONERIA MUNIC000010407974022464     20250115000001400000000000000600002030000103                    
6891180069       MUNICIPIO DE ACE000010077973742501     20110315000001070000000000007300002030000104                    
68911801270      MUNICIPIO DE TEL0000105133619665       20250515000017860000000000354400002030000105                    
6814002756       CONCEJO MALLAMA 000010407974188826     20250515000001400000000000007200002030000106                    
6890985316       MUNICIPIO DE CAR000010077973966604     20250515000001070000000002194200002030000107                    
6900085817       PERSONERIA MUNIC000010407974027601     20250315000001400000000000000600002030000108                    
6890001127       MUNICIPIO DE SAL000010519487233452     20250515000042840000000000577600002030000109                    
6890210933       MUNICIPIO DE CAR000010407974126359     20250515000001400000000000001300002030000110                    
68911800566      MUNICIPIO DE SAN0000100133660993       20240415000001860000000000001200002030000111                    
6844001045       CONCEJO MUNICIPA000010407974195891     20250515000001400000000000012600002030000112                    
6890920814       MUNICIPIO DE SAN000010517973851475     20250515000001510000000001206400002030000113                    
6900408645       PERSONERIA MUNIC000010017974191649     20250515000001010000000000042500002030000114                    
6890920814       MUNICIPIO DE SAN000010517973840384     20250515000001510000000000016900002030000115                    
6800012635       MUNICIPIO DE TOT000010019487234868     20250515000001840000000000007500002030000116                    
6900490162       CONCEJO MUNICIPA000010407974191983     20250515000001400000000000007200002030000117                    
6900085817       PERSONERIA MUNIC000010407974026044     20250215000001400000000000000600002030000118                    
6800099064       ALCALDIA MUNICIP000010409487234924     20250515000027840000000000273200002030000119                    
68080026199      CONCEJO MUNICIPA0000100786626971       20250515000001830000000000040300002030000120                    
6891180069       MUNICIPIO DE ACE000010077973732581     20110115000001070000000000004700002030000121                    
6826001224       CONCEJO MUNICIPA000010019487139572     20250501000001840000000000007200002030000122                    
6824000427       PERSONERIA MUNIC000010019486374986     20250501000002840000000000039500002030000123                    
6805012106       PERSONERIA MUNIC000010018636484095     20250401000002860000000000036200002030000124                    
6809000999       PERSONERIA MPAL 000010018636484128     20250319000002860000000000001200002030000125                    
6809000999       PERSONERIA MPAL 000010018636483978     20250119000002860000000000002800002030000126                    
6809000999       PERSONERIA MPAL 000010018636484225     20250419000002860000000000002800002030000127                    
6891855015       MUNICIPIO PAZ DE000010519487256763     20250515000002840000000000036900002030000128                    
6890981115       MUNICIPIO DE MON000010079487256760     20250515000023840000000000319200002030000129                    
69000532349      PERSONERIA MUNIC000010528636309647     20250501000002860000000000039300002030000130                    
6890208119       MUNICIPIO DE BET000010409487238844     20250515000001840000000000010400002030000131                    
6809005520       CONCEJO MUNICIPA000010407974310192     20250515000001400000000000007200002030000132                    
6891180019       MUNICIPIO DE HOB000010079487254798     20250515000013840000000000233700002030000133                    
6800187566       FISCALIA GEnERAL0000105286797898       20250515000315830000000008941800002030000134                    
68020025830      CONCEJO MUNICIPA000010528636364467     20250501000001860000000000009900002030000135                    
6890982123       MUNICIPIO DE SAN000010407974286828     20250515000001400000000000034200002030000136                    
6891900945       MUNICIPIO DE BOL000010079486573538     20250515000003840000000000024600002030000137                    
68140021231      PERSONERIA MUNIC0000104033680460       20250515000002860000000000037500002030000138                    
68070024221      CONCEJO MUNICIPA0000103233679290       20250515000002860000000000053000002030000139                    
6891855015       MUNICIPIO PAZ DE000010079487256883     20250515000010840000000000091600002030000140                    
6800083233       MUNICIPIO SAN JO000010407974047637     20250515000001400000000000028800002030000141                    
6890981115       MUNICIPIO DE MON000010079486301576     20250515000002840000000000040800002030000142                    
6800012638       MUNICIPIO HATO C000010409486511150     20250515000002840000000000049600002030000143                    
6890702026       ALCALDIA MUNICIP000010017973523591     20250515000001010000000000344500002030000144                    
6892000148       GOBERNACION DEL 000010017972882547     20250515000001010000000000495100002030000145                    
6890480431       MUNICIPIO DE MOR000010017974296246     20250515000001010000000000397100002030000146                    
68909812383      MUNICIPIO DE TAM0000105177777856       20250515000031890000000000635600002030000147                    
68914800223      MUNICIPIO DE API0000105133594374       20250515000002860000000000026400002030000148                    
6892000148       GOBERNACION DEL 000010517972913681     20250415000001510000000000023100002030000149                    
6800094755       MUNICIPIO DE SOA000010079486891289     20250415000006840000000000181000002030000150                    
6800083233       MUNICIPIO SAN JO000010407974047017     20250515000001400000000000072800002030000151                    
6890208119       MUNICIPIO DE BET000010409487256636     20250515000010840000000000233800002030000152                    
68915800168      DEPARTAMENTO DEL0000101333543923       20250515000001860000000000000600002030000153                    
6800099691       MUNICIPIO DE GAM000010407974298133     20250515000001400000000000194800002030000154                    
6800012635       MUNICIPIO DE TOT000010019487255109     20250515000008840000000000142100002030000155                    
6892000148       GOBERNACION DEL 000010017972883421     20250515000001010000000000617300002030000156                    
6800060525       MUNICIPIO DE PUE000010017974294375     20250515000001010000000000010200002030000157                    
6891855015       MUNICIPIO PAZ DE000010519487256609     20250515000002840000000000035400002030000158                    
68915007210      MUNICIPIO DE PUR0000100733665535       20250515000026860000000000356500002030000159                    
68902012356      DEPARTAMENTO DE 0000105133516840       20250515000268860000000008130700002030000160                    
68918019321      MUNICIPIO DE COM0000100133685107       20250515000033860000000000425500002030000161                    
6800100136       MUNICIPIO DE PIE000010409487254012     20250515000030840000000000405200002030000162                    
6899999462       MUNICIPIO DE CAQ000010027974189415     20250515000001020000000000023700002030000163                    
6800012638       MUNICIPIO DE HAT000010409486511805     20250515000001840000000000011700002030000164                    
68915800168      DEPARTAMENTO DEL0000100733575197       20250515000025860000000000363800002030000165                    
6900257102       PERSONERIA MUNIC000010071748085040     20250401000001070000000000037500002030000166                    
68210004517      PERSONERIA MUNIC0000100733581635       20250515000002860000000000041400002030000167                    
68000989118      SECRETARIA DE ED0000100733541783       20250315000001860000000000005400002030000168                    
68320032166      PERSONERIA MUNIC0000100786962050       20250515000015830000000000391400002030000169                    
6890208119       MUNICIPIO DE BET000010409487238344     20250515000001840000000000019600002030000170                    
68320014203      PERSONER A MUNIC0000101387213108       20250515000006830000000000288700002030000171                    
6823000260       PERSONERIA MUNIC000010614607352158     20250501000001820000000000043300002030000172                    
6823002547       HONORABLE CONCEJ000010614607428960     20250601000001820000000000009500002030000173                    
68914800248      MUNICIPIO DE BEL0000105133661227       20250515000001860000000000011000002030000174                    
6800024977       MUNICIPIO DE TAM000010079487254021     20250515000001840000000000002000002030000175                    
6890399046       MUNICIPIO JAMUND000010529486696178     20250515000934840000000021807900002030000176                    
68914800223      MUNICIPIO DE API0000105133667803       20250515000025860000000000317900002030000177                    
68320015921      CONCEJO MUNICIPA0000105133663698       20250515000001860000000000013000002030000178                    
6800096619       ALCALDIA MUNICIP000010017973863661     20250515000001010000000000476500002030000179                    
6800100059       MUNICIPIO DE ICO000010077973864666     20250515000001070000000000397700002030000180                    
68001413366      ESCUELA DE POLIC0000100233564440       20250515000029860000000000822400002030000181                    
6891680055       MUNICIPIO DE BAG000010017974314821     20250515000001010000000000543300002030000182                    
68001413366      ESCUELA DE POLIC0000100233560614       20250515000012860000000000239600002030000183                    
6892000148       GOBERNACION DEL 000010517972875664     20250515000001510000000013039300002030000184                    
6890205326       MUNICIPIO DE MOL000010407974315909     20250515000001400000000000232100002030000185                    
6891900945       MUNICIPIO DE BOL000010079486571295     20250515000001840000000000008700002030000186                    
6891900945       MUNICIPIO DE BOL000010079486571331     20250515000001840000000000011500002030000187                    
6891900945       MUNICIPIO DE BOL000010079486787307     20250515000003840000000000035300002030000188                    
68000996354      MUNICIPIO DE TUT0000100133666439       20250515000002860000000000038900002030000189                    
68200027072      CONCEJO MUNICIPA0000100133685352       20250515000001860000000000010000002030000190                    
68000992511      ALCALDIA MUNICIP0000104087129202       20250515000015830000000000205000002030000191                    
6800100747       MUNICIPIO DE SIN000010519487165234     20250515000044840000000000607800002030000192                    
6891900289       MUNICIPIO DE ROL000010079486758308     20250515000003840000000000022900002030000193                    
68000996354      MUNICIPIO DE TUT0000100133685762       20250515000015860000000000180900002030000194                    
68915800168      DEPARTAMENTO DEL0000101333543904       20250515000002860000000000000900002030000195                    
68000996354      MUNICIPIO DE TUT0000100133666390       20250515000001860000000000007400002030000196                    
6890701933       MUNICIPIO DE MEL000010519487260792     20250515000003840000000000026400002030000197                    
6824001933       CONCEJO MUNICIPA000010017974299962     20250515000001010000000000011800002030000198                    
6890702018       MUNICIPIO DE ANZ000010409487245050     20250515000028840000000000429200002030000199                    
68907009118      ALCALDIA MUNICIP0000100733682263       20250515000015860000000000241900002030000200                    
6891900945       MUNICIPIO DE BOL000010079486572069     20250515000002840000000000038600002030000201                    
68917800539      MUNICIPIO SALAMI0000100133585437       20250515000012860000000000174200002030000202                    
68002225020      MUNICIPIO LA TOL0000104033549478       20250515000015860000000000268700002030000203                    
68911028440      MUNICIPIO DE NAT0000104033637506       20250515000001860000000000029900002030000204                    
6890982147       MUNICIPIO DE CAM000010407974190871     20250515000001400000000000039700002030000205                    
6891856257       MUNICIPIO DE LA 000010077974199259     20250515000001070000000000215400002030000206                    
68090009854      PERSONERIA MUNIC0000104033610061       20250515000002860000000000037300002030000207                    
68911800566      MUNICIPIO DE SAN0000100133661321       20240815000001860000000000000400002030000208                    
6800094671       ALCALDIA MUNICIP000010017974198627     20250515000001010000000000697600002030000209                    
68200003848      PERSONERIA MUNIC0000105133668830       20250515000002860000000000037700002030000210                    
68911800566      MUNICIPIO DE SAN0000100133661358       20240915000001860000000000000400002030000211                    
68908011313      MUNCIPIO DE SALA0000105133615954       20250515000001860000000000011900002030000212                    
6890982238       MUNICIPIO DE CAN000010407973798175     20250515000001400000000000041500002030000213                    
6890982238       MUNICIPIO DE CAN000010407973857317     20250515000001400000000000010800002030000214                    
68911028440      MUNICIPIO DE NAT0000104033637064       20250515000011860000000000219600002030000215                    
68320036857      CONCEJO MUNICIPA0000104086774841       20250515000001830000000000009800002030000216                    
68911028440      MUNICIPIO DE NAT0000104033636944       20250515000001860000000000007700002030000217                    
68090066420      PERSONERIA CARME0000105133678562       20250515000002860000000000042000002030000218                    
68000990900      ALCALDIA MUNICIP0000100733679348       20250515000022860000000000301900002030000219                    
6800099431       MUNICIPIO DE TAM000010409487028285     20250515000018840000000000382700002030000220                    
6891180069       MUNICIPIO DE ACE000010077973739691     20110215000001070000000000052400002030000221                    
6890982147       MUNICIPIO DE CAM000010077973418437     20250515000001070000000000368500002030000222                    
6890981107       MUNICIPIO DE CAR000010407973804485     20250515000001400000000000001500002030000223                    
6819002432       PERSONERIA MUNIC000010017973775086     20250515000001010000000000037100002030000224                    
6890205973       MUNICIPIO DE SAN000010407974023266     20250515000001400000000000037300002030000225                    
6890982238       MUNICIPIO DE CAN000010407973895685     20250515000001400000000000346200002030000226                    
68000992344      ALCALDIA MUNICIP0000100733680679       20250515000015860000000000236000002030000227                    
68911800566      MUNICIPIO DE SAN0000100133662623       20241215000001860000000000000400002030000228                    
68902067224      MUNICIPIO DE GAL0000104033680959       20250515000001860000000000029900002030000229                    
6890205973       MUNICIPIO DE SAN000010407974032249     20250515000001400000000000014400002030000230                    
6800100529       MUNICIPIO DE ULL000010407972702778     20250515000001400000000000039500002030000231                    
6800255652       PERSONERIA MUNIC000010011111924409     20250501000001010000000000049300002030000232                    
6800099196       MUNICIPIO DE CUB000010407974024599     20250515000001400000000000388500002030000233                    
6890205973       MUNICIPIO DE SAN000010407973985013     20250515000001400000000000007400002030000234                    
6892300123       ALCALDIA MUNICIP000010017974202871     20250515000001010000000000351800002030000235                    
6800099425       MUNICIPIO DE NUN000010139486762983     20250515000030840000000000481400002030000236                    
6800094622       MUNICIPIO DE BOJ000010079487220986     20250515000001840000000000010300002030000237                    
6890982147       MUNICIPIO DE CAM000010077973434750     20250515000001070000000000014300002030000238                    
6892300123       ALCALDIA MUNICIP000010407974203590     20250515000001400000000000145100002030000239                    
6800100529       MUNICIPIO DE ULL000010407972703340     20250515000001400000000000009200002030000240                    
68605036009      SUPERINTENDENCIA0000105186593474       20240915000001830000000000009600002030000241                    
68908011313      MUNICIPIO DE SAL0000105133680151       20250515000002860000000000043300002030000242                    
69000572711      PERSONERIA MUNIC0000104033637396       20250515000002860000000000040900002030000243                    
68908011313      MUNICIPIO DE SAL0000105133680406       20250515000020860000000000340700002030000244                    
6899999061       DEPARTAMENTO ADM000010077972874560     20250515000001070000000002770300002030000245                    
6899999061       SECRETARIA DISTR000010077973025680     20250515000001070000000009245100002030000246                    
68605036009      SUPERINTENDENCIA0000105186612043       20250115000001830000000000005800002030000247                    
68999993423      SECRETARIA DE ED0000101333561834       20250515000040860000000000783800002030000248                    
6800094622       MUNICIPIO DE BOJ000010079487237165     20250515000002840000000000040200002030000249                    
68000998329      MUNICIPIO SANTA 0000100733612315       20250515000001860000000000037900002030000250                    
68909807641      MUNICIPIO DE VEN0000100733664158       20250515000052860000000000806900002030000251                    
6800099196       MUNICIPIO DE CUB000010407974051537     20250515000001400000000000099900002030000252                    
68605036009      SUPERINTENDENCIA0000105186569648       20241115000001830000000000002000002030000253                    
6800096605       MUNICIPIO DE LA 000010077971802124     20220115000001070000000000062500002030000254                    
68911800566      MUNICIPIO DE SAN0000100133661277       20240715000001860000000000000400002030000255                    
68999993423      SECRETARIA DE ED0000101333561962       20250515000535860000000016496000002030000256                    
6899999426       ALCALDIA MUNICIP000010019487237830     20250515000051840000000000652600002030000257                    
68020065387      CONCEJO MUNICIPA000015071072443197     20250515000001880000000000007200002030000258                    
6901304025       PERSONERIA MUNIC000010519487237969     20250515000024840000000000602700002030000259                    
6890982147       MUNICIPIO DE CAM000010407973433401     20250515000001400000000000056100002030000260                    
6900007159       CONCEJO MUNICIPA000015077972936728     20250515000001070000000000010400002030000261                    
6890205973       MUNICIPIO DE SAN000010407974020811     20250515000001400000000000187200002030000262                    
6800100529       MUNICIPIO DE ULL000010407972703898     20250515000001400000000000018300002030000263                    
68605036009      SUPERINTENDENCIA0000105186611615       20250115000001830000000000002100002030000264                    
68911800566      MUNICIPIO DE SAN0000100133660929       20240315000001860000000000000400002030000265                    
6814006770       CONCEJO MUNICIPA000010407974232914     20250515000001400000000000007200002030000266                    
6800100529       MUNICIPIO DE ULL000010407972706821     20250515000001400000000000111000002030000267                    
6890980447       MUNICIPIO DE CAL000010077973225973     20250515000001070000000003037500002030000268                    
6890980447       MUNICIPIO DE CAL000010077973227046     20250515000001070000000000038800002030000269                    
6890980447       MUNICIPIO DE CAL000010077973227615     20250515000001070000000000076700002030000270                    
6890980447       MUNICIPIO DE CAL000010077973227941     20250515000001070000000000064900002030000271                    
6822001228       DIRECCION SECCIO000010029486861486     20250515001227840000000031795300002030000272                    
6815000273       CONCEJO MUNICIPA000010079486818150     20250515000003840000000000045100002030000273                    
6891801368       MUNICIPIO DE PAU000010407974090443     20250515000001400000000000315300002030000274                    
6891500742       MUNICIPIO DE TIM000010079487120199     20250515000060840000000000591700002030000275                    
6800095786       MUNICIPIO DE SOL000010409487244575     20250515000001840000000000007200002030000276                    
6890801147       MUNICIPIO DE MAR000010407973838886     20250515000001400000000000340000002030000277                    
6890801147       MUNICIPIO DE MAR000010407973921120     20250515000001400000000000015700002030000278                    
6890801147       MUNICIPIO DE MAR000010407973920981     20250515000001400000000000087600002030000279                    
6844000674       CONCEJO MUNICIPA000010079487221076     20250515000002840000000000030800002030000280                    
6829001544       CONCEJO MUNICIPA000010407974204775     20250515000001400000000000011200002030000281                    
6800100529       MUNICIPIO DE ULL000010407972704932     20250515000001400000000000186300002030000282                    
6891500742       MUNICIPIO DE TIM000010079487225612     20250515000001840000000000010900002030000283                    
6800024977       MUNICIPIO DE TAM000010079487241467     20250515000034840000000000472600002030000284                    
6890801147       MUNICIPIO DE MAR000010407973920531     20250515000001400000000000009300002030000285                    
6890801147       MUNICIPIO DE MAR000010407973920388     20250515000001400000000000040200002030000286                    
68001039356      DEPARTAMENTO DE 0000101378177132       20250515000660890000000017295400002030000287                    
6890503483       MUNICIPIO DE BUC000010019487242468     20250515000012840000000000201000002030000288                    
6890983716       MUNICIPIO DE MAR000010079487234892     20250515000220840000000004334200002030000289                    
6800098199       MUNICIPIO DE RES000010019486968760     20250515000084840000000001186500002030000290                    
68140044043      CONCEJO MUNICIPA0000104033682478       20250515000001860000000000007300002030000291                    
68908011424      MUNICIPIO DE ARA0000105133645559       20250515000001860000000000009300002030000292                    
68908011424      MUNICIPIO DE ARA0000105133659660       20250515000030860000000000432300002030000293                    
68001039356      DEPARTAMENTO DE 0000101378170614       20250515000010890000000000243100002030000294                    
6891801244       MUNICIPIO DE RAQ000010079487247433     20250515000001840000000000026200002030000295                    
68905015490      MUNICIPIO DE SAL0000104033681362       20250515000014860000000000227000002030000296                    
69000048111      DEPARTAMENTO ADM0000100133648274       20250515000057860000000001077600002030000297                    
69005960120      PERSONERIA MUNIC0000100733682998       20250515000002860000000000041300002030000298                    
68905015490      MUNICIPIO DE SAL0000104033681486       20250515000001860000000000008800002030000299                    
6800095786       MUNICIPIO DE SOL000010409487243975     20250515000007840000000000098300002030000300                    
68905015490      MUNICIPIO DE SAL0000104033681400       20250515000002860000000000053500002030000301                    
68902067224      MUNICIPIO DE GAL0000104033665898       20250515000010860000000000180000002030000302                    
68905015490      MUNICIPIO DE SAL0000104033681468       20250515000003860000000000041900002030000303                    
6891480031       ALCALDIA DE PUEB000010407974241352     20250515000001400000000000260900002030000304                    
68001000563      MUNICIPIO DE FRE0000105133574010       20250515000043860000000000619200002030000305                    
68905015490      MUNICIPIO DE SAL0000104033681501       20250515000005860000000000054300002030000306                    
68908011424      MUNICIPIO DE ARA0000105133645755       20250515000002860000000000038700002030000307                    
68001039356      DEPARTAMENTO DE 0000101378181772       20250515010552890000000291427900002030000308                    
68908011424      MUNICIPIO DE ARA0000105133645651       20250515000001860000000000010700002030000309                    
6800199959       ALCALDIA MUNICIP000010079487243100     20250515000041840000000000491900002030000310                    
68999993305      ALCALDIA MUNICIP0000100733647110       20250515000023860000000000345200002030000311                    
68902067224      MUNICIPIO DE GAL0000104033680947       20250515000001860000000000008100002030000312                    
68911801184      ALCALDIA MUNICIP0000104033609894       20250515000008860000000000147800002030000313                    
68450000210      DEPARTAMENTO DEL0000104033612908       20250415000001860000000000005100002030000314                    
68999993305      MUNICIPIO DE LEN0000100733639991       20250515000002860000000000039100002030000315                    
68905015490      MUNICIPIO DE SAL0000104033681519       20250515000001860000000000011900002030000316                    
6891801244       MUNICIPIO DE RAQ000010139487241637     20250515000014840000000000224900002030000317                    
68140020335      CONCEJO MUNICIPA0000101333602380       20250515000002860000000000011500002030000318                    
68450000210      DEPARTAMENTO DEL0000104033612811       20240715000001860000000000006500002030000319                    
6817000335       PERSONERIA MUNIC000010079486446674     20250515000002840000000000038500002030000320                    
6822001228       DIRECCION SECCIO000010029486864174     20250415000001840000000000006400002030000321                    
68905015490      MUNICIPIO DE SAL0000104033681692       20250515000002860000000000062900002030000322                    
68905015490      MUNICIPIO DE SAL0000104033681658       20250515000001860000000000008600002030000323                    
69005960120      PERSONERIA MUNIC0000100733682923       20250415000002860000000000042100002030000324                    
68001000563      MUNICIPIO DE FRE0000105133574278       20250515000004860000000000058000002030000325                    
68999993305      MUNICIPIO DE LEN0000100733638646       20250515000001860000000000009200002030000326                    
