1202506040238999990547     ESAP                                                                                         
5268836400        020101                                                                                                
6900130843       CONCEJO MUNICIPA000015077973798973     20250515000001070000000000009600002030000046                    
6825000972       PERSONERIA MUNIC000010519485359687     20250415000001840000000000009200002030000047                    
6891180040       ALCALDIA MUNICIP000010077972811161     20250515000001070000000001129000002030000048                    
68290018552      PERSONERIA MUNIC0000101387069019       20250515000025830000000000845400002030000049                    
69000540440      PERSONERIA MUNIC0000104033609335       20250515000002860000000000037500002030000050                    
68220006825      CONCEJO MUNICIPA0000104033552461       20250515000001860000000000012500002030000051                    
68000285764      MUNICIPIO DE SUT0000104033639854       20250515000012860000000000171500002030000052                    
6809004624       CONCEJO MUNICIPA000010611111898440     20250501000001820000000000007700002030000053                    
6890907106       SECRETARIA DE ED000010137972523768     20250515000001130000000000224000002030000054                    
6807006421       PERSONERIA MUNIC000010407972975243     20250515000001400000000000040200002030000055                    
68280020375      PERSONERIA MUNIC0000104033620309       20250415000001860000000000030400002030000056                    
68000285764      MUNICIPIO DE SUT0000104033639945       20250415000001860000000000021500002030000057                    
6809000939       PERSONERIA MUNIC000010611111911625     20250501000001820000000000041000002030000058                    
68120007010      CONCEJO MUNICIPA0000100133561469       20250515000002860000000000019000002030000059                    
68001039206      DEPARTAMENTO DEL0000100233618885       20250515008007860000000243431300002030000060                    
68280025312      ASAMBLEA DEPARTA0000102333642381       20250515000011860000000001004900002030000061                    
6807006015       CONCEJO MUNICIPA000010407973808121     20250515000001400000000000010900002030000062                    
68001039206      DEPARTAMENTO DEL0000100233570872       20250315000001860000000000003500002030000063                    
68140022213      CONCEJO MUNICIPA0000105133641470       20250515000001860000000000007200002030000064                    
68000998185      ALCALDIA MUNICIP0000100733641032       20250515000001860000000000015600002030000065                    
6890201900       ALCALDIA MUNICIP000010137973190371     20250515000001130000000005276300002030000066                    
68911802111      MUNICIPIO DE TAR0000104033639109       20250415000001860000000000027200002030000067                    
6800172206       MUNICIPIO DE PUE000010079486895802     20250515000022840000000000389100002030000068                    
68911801328      MUNICIPIO DE ELI0000104033620662       20250515000010860000000000210700002030000069                    
6890503106       MUNICIPIO DE CHI000010077972991982     20250515000001070000000000509300002030000070                    
68914800302      MUNICIPIO DE PER0000105133533209       20250515000227860000000003114900002030000071                    
68001039206      DEPARTAMENTO DEL0000100233571233       20250415000005860000000000063200002030000072                    
68000991188      MUNICIPIO DE PUE0000104033643578       20250515000031860000000000352900002030000073                    
6891500403       CONTRALORIA GENE000010079487138065     20250515000063840000000001464100002030000074                    
6891901109       MUNICIPIO DE LA 000010519486897308     20250515000094840000000001114900002030000075                    
68280025534      CONCEJO MUNICIPA0000104033535422       20250515000001860000000000007600002030000076                    
68060067277      PERSONERIA MUNIC0000100733643755       20250515000002860000000000040600002030000077                    
68001039206      SECRETARIA DE ED0000100233616096       20250515000349860000000008191000002030000078                    
6890983701       MUNICIPIO DE ALE000010407973766338     20250515000001400000000000380500002030000079                    
6800095986       MUNICIPIO DE SIL000010409487141759     20250515000038840000000000633400002030000080                    
68000998185      ALCALDIA MUNICIP0000100733641312       20250515000006860000000000119500002030000081                    
68914800302      MUNICIPIO DE PER0000105133550145       20250515002867860000000089185300002030000082                    
6814003998       CONCEJO MUNICIPA000010011748065465     20250512000001010000000000007300002030000083                    
6900132818       CONCEJO MUNICIPA000010409486851492     20250515000001840000000000004900002030000084                    
68000998185      ALCALDIA MUNICIP0000100733640749       20250515000001860000000000007200002030000085                    
68000998185      ALCALDIA MUNICIP0000100733641131       20250515000002860000000000031200002030000086                    
69011272366      PERSONERIA MUNIC0000105187108194       20250515000002830000000000039100002030000087                    
6901479809       CONCEJO MUNICIPA000010079486216698     20250515000001840000000000007600002030000088                    
68000998185      ALCALDIA MUNICIP0000100733640789       20250515000001860000000000029900002030000089                    
6806004900       MUNICIPIO DE ARR000010019487117037     20250515000020840000000000311300002030000090                    
6891801787       MUNICIPIO DE TUR000010529468693854     20240315000001840000000000000800002030000091                    
6800215818       CONTRALORIA MUNI000010519487136490     20250515000024840000000000600400002030000092                    
6800096623       MUNICIPIO DE SAN000010409487141418     20250515000031840000000000496600002030000093                    
68999990619      SECRETARIA DISTR0000100785578945       20240715000001830000000000114800002030000094                    
6890982616       MUNICIPIO DE EL 000010019487144148     20250515000011840000000000207200002030000095                    
6825001629       CONCEJO MUNICIPA000010139487145519     20250515000001840000000000022400002030000096                    
6891801787       MUNICIPIO DE TUR000010529468693925     20240415000001840000000000000800002030000097                    
6891801787       MUNICIPIO DE TUR000010529468801990     20240115000002840000000000004400002030000098                    
6891801787       MUNICIPIO DE TUR000010529468802154     20240215000002840000000000004400002030000099                    
6891801787       MUNICIPIO DE TUR000010529468802253     20240315000002840000000000004400002030000100                    
6891801787       MUNICIPIO DE TUR000010529468802329     20240415000002840000000000004400002030000101                    
6814001613       PERSONERIA DEL M000010529486211805     20250501000002840000000000048000002030000102                    
6891801787       MUNICIPIO DE TUR000010529468693317     20240115000001840000000000000600002030000103                    
6891801787       MUNICIPIO DE TUR000010529468693628     20240215000001840000000000000800002030000104                    
6816003726       PERSONERIA MUNIC000010519486369268     20250515000002840000000000042800002030000105                    
6800065411       MUNICIPIO DE PAY000010079487138323     20250515000019840000000000271200002030000106                    
6890982123       MUNICIPIO DE SAN000010407970539705     20250515000001400000000000042000002030000107                    
6890982123       MUNICIPIO DE SAN000010407970539901     20250515000001400000000000026100002030000108                    
6892099216       DEPARTAMENTO DE 000010019486287625     20250515000017840000000000322400002030000109                    
68912800003      ALCALDIA MUNICIP000010511072960759     20250415000002880000000000009300002030000110                    
6892099216       DEPARTAMENTO DE 000010019486290786     20250515000005840000000000190000002030000111                    
6890982123       MUNICIPIO DE SAN000010407970539756     20250515000001400000000000014200002030000112                    
6815000301       PERSONERIA MUNIC000010529487138999     20250515000026840000000000672300002030000113                    
6815001287       PERSONERIA MUNIC000010019486651888     20250515000002840000000000040200002030000114                    
6800099691       MUNICIPIO DE GAM000010409487142052     20250515000001840000000000007700002030000115                    
68903990113      SANTIAGO DE CALI000010231073024827     20250515000054880000000001485600002030000116                    
6891857823       MUNICIPIO DE SAB000010409487154289     20250515000003840000000000061800002030000117                    
6901449306       CONTRALORIA MUNI000010139487142627     20250515000033840000000000766400002030000118                    
6834000214       ASAMBLEA DE ARAU000010139487119557     20250515000016840000000001450400002030000119                    
6891801129       MUNICIPIO DE MAC000010409487144954     20250515000006840000000000055000002030000120                    
6890984415       MUNICIPIO DE BRI000010019487150583     20250515000117840000000001325300002030000121                    
68903990113      SANTIAGO DE CALI000010231073033037     20250515001376880000000058711100002030000122                    
6891801129       MUNICIPIO DE MAC000010409487150453     20250515000017840000000000221400002030000123                    
6892099216       DEPARTAMENTO DE 000010019486288872     20250515000017840000000000336600002030000124                    
6800100520       MUNICIPIO DE GIN000010019487145138     20250515000093840000000001341400002030000125                    
6890983906       MUNICIPIO DE PUE000010079487138810     20250515000073840000000001019600002030000126                    
6890982616       MUNICIPIO DE EL 000010019486302237     20250515000002840000000000087100002030000127                    
6890982616       MUNICIPIO DE EL 000010019487141700     20250515000220840000000004540500002030000128                    
6800039213       MUNICIPIO DE SAN000010019487142807     20250515000031840000000000385900002030000129                    
6806007029       CONCEJO MUNICIPA000010139486447700     20250515000001840000000000009000002030000130                    
6890982616       MUNICIPIO DE EL 000010019486302594     20250515000002840000000000044900002030000131                    
6890501431       CONTRALORIA DPTA000010019487080617     20250515000077840000000002632000002030000132                    
6892099216       GOBERNACION DE C000010019486283703     20250515000053840000000001813800002030000133                    
6817002675       MUNICIPIO DE VIL000010239487095641     20250515000001840000000000015200002030000134                    
6890501431       CONTRALORIA DPTA000010019485943746     20250415000001840000000000031500002030000135                    
6814002206       PERSONERIA MUNIC000010529486142748     20250501000002840000000000040400002030000136                    
6800094164       DEPARTAMENTO DEL000010139485960520     20240715000001840000000000046600002030000137                    
6890982123       MUNICIPIO DE SAN000010407970538946     20250515000001400000000000531000002030000138                    
6890981207       MUNICIPIO DE LA 000010079486696827     20250515000244840000000004479400002030000139                    
6809004672       PERSONERIA MUNIC000010409487112025     20250515000002840000000000039200002030000140                    
6891200916       SECRETARIA DE ED000010079486437057     20250515000166840000000002364700002030000141                    
6834000142       CONCEJO MUNICIPA000010027972475453     20250515000001020000000000074900002030000142                    
6891801129       MUNICIPIO DE MAC000010409486443847     20250515000004840000000000028800002030000143                    
68000330620      MUNICIPIO DE NUE0000104033553636       20250515000013860000000000173900002030000144                    
68909825067      MUNICIPIO SAN VI0000100778237197       20250515000061890000000000923800002030000145                    
68909825067      MUNICIPIO SAN VI0000100778250641       20250515000001890000000000017700002030000146                    
6890501431       CONTRALORIA DPTA000010019485943379     20250315000001840000000000030000002030000147                    
6800099639       MUNICIPIO DE TUN000010077973711908     20250515000001070000000000223700002030000148                    
6891680080       MUNICIPIO DE SAN000010029486708993     20250515000001840000000000008100002030000149                    
68909825067      MUNICIPIO SAN VI0000100778220815       20250515000002890000000000044400002030000150                    
68999990221      MINISTERIO DE MI000010511072929680     20250515000013880000000000487100002030000151                    
6800096597       MUNICIPIO DE GON000010077973750083     20250515000001070000000000223200002030000152                    
6891857823       MUNICIPIO DE SAB000010409487152590     20250515000014840000000000266200002030000153                    
68909825067      MUNICIPIO SAN VI0000100778248813       20250515000021890000000000205600002030000154                    
6800095514       MUNICIPIO DE MAH000010019487142863     20250215000001840000000000019200002030000155                    
6800015909       MUNICIPIO DE SOR000010079487146534     20250515000016840000000000239000002030000156                    
6892280032       MUNICIPIO DE COR000010019486711950     20250515000121840000000001549000002030000157                    
6900782208       CENTRO DE VIDA P000010079487137539     20250515000003840000000000061400002030000158                    
6812000212       CONCEJO MUNICIPA000010191747970970     20250401000001190000000000007400002030000159                    
6890980112       MUNICIPIO DE BEL000010519486755365     20250515000001840000000000020200002030000160                    
6892280032       MUNICIPIO DE COR000010079487147314     20250515000005840000000000073800002030000161                    
6891200916       DISTRITO TUMACO 000010079486442947     20250515002145840000000047506700002030000162                    
6890981995       MUNICIPIO DE LA 000010077973776171     20250515000001070000000001357300002030000163                    
68300166247      PARQUES NACIONAL0000100178029798       20250515000102890000000002128400002030000164                    
6901159063       PERSONERIA MUNIC000010519486683986     20250515000002840000000000040500002030000165                    
6823000804       CONCEJO MUNIPAL 000010011111889565     20250501000001010000000000007200002030000166                    
6820003372       CONCEJO MUNICIPA000010407973850381     20250515000001400000000000009600002030000167                    
6815003377       CONCEJO MUNICIPA000010139487146716     20250515000009840000000000119500002030000168                    
6820000408       PERSONERIA MUNIC000010079486215510     20250515000002840000000000039700002030000169                    
6891801129       MUNICIPIO DE MAC000010079486448477     20250515000003840000000000056500002030000170                    
6900074859       CONCEJO MUNICIPA000010019487149242     20250515000001840000000000013300002030000171                    
6900233350       CONCEJO MUNICIPA000010519487147079     20250515000020840000000000379500002030000172                    
6800095514       MUNICIPIO DE MAH000010019487142796     20250115000001840000000000005400002030000173                    
6827000209       CONCEJO MUNICIPA000010019487149631     20250515000007840000000000135500002030000174                    
6814001660       PERSONERIA MUNIC000010407973851726     20250515000001400000000000037600002030000175                    
6891801129       MUNICIPIO DE MAC000010409486439661     20250515000001840000000000009600002030000176                    
68999990221      MINISTERIO DE MI000010511072931709     20250515000308880000000010462100002030000177                    
68909825067      MUNICIPIO SAN VI0000100778220809       20250515000003890000000000051600002030000178                    
6890506128       ALCALDIA MUNICIP000010077973865832     20250515000001070000000000018400002030000179                    
6800096807       ALCALDIA MUNICIP000010077972683919     20250515000001070000000000017200002030000180                    
68001658740      RAMA JUDICIAL DE0000100233117509       20250115000002860000000000313600002030000181                    
6892115024       MUNICIPIO DE MAN000010077972673662     20250515000001070000000000073800002030000182                    
6800095514       MUNICIPIO DE MAH000010019487148641     20250315000001840000000000018900002030000183                    
6800127508       ESCUELA DE CADET000010029487160113     20250515000044840000000000532300002030000184                    
6829001276       CONCEJO MUNICIPA000010017973622166     20250515000001010000000000210400002030000185                    
68001039134      GOBERNACION DEL 0000105133572521       20250515000203860000000009471700002030000186                    
68150017094      PERSONERIA MUNIC0000100186743849       20250515000002830000000000076400002030000187                    
6892200312       MUNICIPIO DE PAL000010019487158332     20250515000039840000000000480700002030000188                    
6800104062       ALCALDIA DE SINC000010077972327551     20250515000001070000000000922400002030000189                    
68300166247      PARQUES NACIONAL0000100177995742       20250515000135890000000004163600002030000190                    
6800096807       ALCALDIA MUNICIP000010077973072506     20250515000001070000000000844500002030000191                    
6812000233       PERSONERIA MUNIC000010011748080839     20250512000001010000000000043300002030000192                    
68909823014      MUNICIPIO DE PEQ0000100733572914       20250515000002860000000000035400002030000193                    
68001658740      RAMA JUDICIAL DE0000100233117291       20241215000001860000000000026600002030000194                    
68001039134      GOBERNACION DEL 0000105133572122       20250515000043860000000001417800002030000195                    
6890506128       ALCALDIA MUNICIP000010077973868408     20250515000001070000000000020000002030000196                    
6899999462       MUNICIPIO DE CAQ000010027973802156     20250515000001020000000000044700002030000197                    
68999990110      DEPARTAMENTO NAC0000100286726127       20250515000001830000000000152200002030000198                    
6800096807       ALCALDIA MUNICIP000010077972684184     20250515000001070000000000021800002030000199                    
68902077901      ALCALDIA MUNICIP0000104033613217       20250515000014860000000000288700002030000200                    
6809004381       PERSONERIA MUNIC000010614607052529     20250501000001820000000000041000002030000201                    
68999990619      SECRETARIA DISTR0000100784904327       20250115000001830000000000026800002030000202                    
68001039134      GOBERNACION DEL 0000105133571902       20250515000006860000000000240900002030000203                    
6892115024       MUNICIPIO DE MAN000010077972674472     20250515000001070000000000119600002030000204                    
68301152976      MINISTERIO DE CO0000105186883316       20250515000002830000000000014400002030000205                    
6800096807       ALCALDIA MUNICIP000010077972684478     20250515000001070000000000123100002030000206                    
6800025608       MUNICIPIO DE GAR000010019487159576     20250515000059840000000000838000002030000207                    
6892200312       MUNICIPIO DE PAL000010019487158518     20250515000006840000000000089300002030000208                    
68001658740      RAMA JUDICIAL DE0000100233117684       20250115000055860000000000574400002030000209                    
68001039134      GOBERNACION DEL 0000105133580891       20250515000012860000000001602000002030000210                    
6892115024       MUNICIPIO DE MAN000010077972684044     20250515000001070000000000812500002030000211                    
6890506128       ALCALDIA MUNICIP000010077973871441     20250515000001070000000000009100002030000212                    
6890506128       ALCALDIA MUNICIP000010077973860970     20250515000001070000000000090500002030000213                    
68001039134      GOBERNACION DEL 0000105133571844       20250515000002860000000000074100002030000214                    
6800096807       ALCALDIA MUNICIP000010077973066980     20250515000001070000000000111700002030000215                    
6891801787       MUNICIPIO DE TUR000010529468811861     20240315000014840000000000019700002030000216                    
6891801787       MUNICIPIO DE TUR000010529468811862     20240415000014840000000000019700002030000217                    
6891801787       MUNICIPIO DE TUR000010529468904210     20240515000014840000000000019700002030000218                    
6891801787       MUNICIPIO DE TUR000010529469256512     20240115000017840000000000017400002030000219                    
6800255237       CONCEJO MUNICIPA000010017973876729     20250515000001010000000000049900002030000220                    
6800096807       ALCALDIA MUNICIP000010077972682874     20250515000001070000000000034400002030000221                    
6890980112       MUNICIPIO DE BEL000010519486960331     20250515001147840000000025591400002030000222                    
68300166247      PARQUES NACIONAL0000100177904057       20250315000002890000000000025200002030000223                    
68001658740      RAMA JUDICIAL DE0000100233543126       20250315000032860000000000313600002030000224                    
6900045903       CONCEJO MUNICIPA000010407973795370     20250515000001400000000000009600002030000225                    
6844000034       CONCEJO MUNICIPA000010077973889332     20250515000001070000000000011700002030000226                    
68911181199      MUNICIPIO DE CAM0000100733571496       20250515000001860000000000009700002030000227                    
6812000607       PERSONERIA MUNIC000010019486143530     20250501000002840000000000041500002030000228                    
6800225132       CONCEJO MUNICIPA000010019486446258     20250501000001840000000000007200002030000229                    
6818001616       PERSONERIA DEL C000010019486299432     20250501000002840000000000037100002030000230                    
6800191431       MUNICIPIO DE CAL000010079486730208     20250515000039840000000000591000002030000231                    
6890980917       MUNICIPIO DE EL 000010079487161770     20250515000044840000000000753600002030000232                    
68001658740      RAMA JUDICIAL DE0000100233117920       20250115000002860000000000059700002030000233                    
6809003506       CONCEJO MUNICIPA000010018636464683     20250519000001860000000000009500002030000234                    
6892099317       MUNICIPIO DE MES000010137973711614     20250515000001130000000000440300002030000235                    
6800187644       FISCALIA GEnERAL0000105286689400       20250515000315830000000009556100002030000236                    
6800187638       FISCALIA GEnERAL0000105286770683       20250515000270830000000008109200002030000237                    
6800187626       FISCALIA GEnERAL0000105286689146       20250515000220830000000006653500002030000238                    
68917800560      MUNICIPIO DE SAN0000101333589454       20250515000027860000000000415500002030000239                    
68001658740      RAMA JUDICIAL DE0000100233118371       20250215000027860000000000223200002030000240                    
6800016757       MUNICIPIO DE SAM000010519487161603     20250515000033840000000000492900002030000241                    
68917800560      MUNICIPIO DE SAN0000101333589463       20250515000004860000000000081300002030000242                    
68909808071      MUNICIPIO DE GIR0000100778281705       20250515000161890000000003910600002030000243                    
6800103920       DEPARTAMENTO DEL000010519485159515     20250115000001840000000000035300002030000244                    
6800191431       MUNICIPIO DE CAL000010079487161259     20250515000010840000000000096700002030000245                    
68918551301      SECRETARIA DE ED0000102333514975       20250515000077860000000001267000002030000246                    
6892170008       MUNICIPIO DE FON000010079487165756     20250515000022840000000000302300002030000247                    
68001039238      SECRETARIA DE ED0000100733570152       20250515008604860000000240431500002030000248                    
6891180205       MUNICIPIO DE LA 000010409487067378     20250515000001840000000000007700002030000249                    
68001658740      RAMA JUDICIAL DE0000100233543414       20241215000001860000000000017600002030000250                    
68918551301      SECRETARIA DE ED0000102333646004       20250415000001860000000000009300002030000251                    
68918551301      SECRETARIA DE ED0000102333523954       20250515000845860000000025726600002030000252                    
6800104062       ALCALDIA DE SINC000010239486696111     20250515000315840000000006753400002030000253                    
6819000623       CONCEJO MUNICIPA000010129486374690     20250515000002840000000000046000002030000254                    
68915800168      DEPARTAMENTO DEL0000101333526507       20250515011317860000000289589000002030000255                    
68915800168      DEPARTAMENTO DEL0000101333532985       20250515001033860000000019035700002030000256                    
6800255214       MUNICIPIO HATILL000010019486215397     20250515000002840000000000024200002030000257                    
68999993029      ALCALDIA DE LETI0000100133615248       20250515000081860000000000783100002030000258                    
68190044351      CONCEJO MUNICIPA0000100733638285       20250515000001860000000000007200002030000259                    
6891500978       MUNICIPIO DE TAM000010029487107379     20250515000001840000000000011300002030000260                    
68300166247      PARQUES NACIONAL0000100177904687       20250415000002890000000000016500002030000261                    
6814000499       CONCEJO MUNICIPA000010329487166166     20250315000001840000000000007900002030000262                    
68000990617      MUNICIPIO DE BAR0000100733562889       20250515000031860000000000341000002030000263                    
68000990617      MUNICIPIO DE BAR0000100733562934       20250515000015860000000000108000002030000264                    
6901717412       CONSEJO NACIONAL000010029486962547     20250515000228840000000009415600002030000265                    
68090030451      CONCEJO MUNICIPA0000100733639686       20250515000001860000000000007600002030000266                    
6819002472       PERSONERIA MUNIC000010139484273222     20250315000002840000000000041900002030000267                    
68000990617      MUNICIPIO DE BAR0000100733562907       20250515000005860000000000065900002030000268                    
68918551301      SECRETARIA DE ED0000102333523916       20250115000006860000000000065000002030000269                    
6901717412       CONSEJO NACIONAL000010029486509309     20250515000002840000000000024900002030000270                    
68918551301      SECRETARIA DE ED0000102333523931       20250215000006860000000000050100002030000271                    
6901717412       CONSEJO NACIONAL000010029486420902     20250515000265840000000007203100002030000272                    
6800127508       ESCUELA DE CADET000010029486901858     20250515000001840000000000010000002030000273                    
6800016757       MUNICIPIO DE SAM000010519486894548     20250515000003840000000000047100002030000274                    
6900623073       CONTRALORIA MUNI000010529487076064     20250515000013840000000000332500002030000275                    
6819002472       PERSONERIA MUNIC000010139480761025     20250415000002840000000000036700002030000276                    
6891180205       MUNICIPIO DE LA 000010409486147371     20250515000001840000000000029900002030000277                    
6828002198       CONCEJO MUNICIPA000015079485605047     20250415000001840000000000007300002030000278                    
68000990617      MUNICIPIO DE BAR0000100733562925       20250515000013860000000000101500002030000279                    
6800104062       ALCALDIA DE SINC000010239486716747     20250515002102840000000068093000002030000280                    
6800099127       ALCALDIA MUNICIP000010079487087130     20250515000030840000000000430000002030000281                    
6890981554       MUNICIPIO DE SAN000010079487147376     20250515000142840000000002722700002030000282                    
6802005038       PERSONERIA MUNIC000010019486512078     20250515000002840000000000038100002030000283                    
6800255214       MUNICIPIO HATILL000010019487165690     20250515000021840000000000324500002030000284                    
6814000499       CONCEJO MUNICIPA000010329487166564     20250415000001840000000000007700002030000285                    
6800099106       MUNICIPIO DE MAG000010409487162967     20250515000017840000000000267200002030000286                    
6800149894       ALCALDIA LA LLAN000010407973030099     20250515000001400000000000194600002030000287                    
68912004613      MUNICIPIO DE PUE0000101333581260       20250515000068860000000001118400002030000288                    
6814002245       CONCEJO MUNICIPA000010409487162683     20250515000001840000000000009000002030000289                    
6800099105       MUNICIPIO DE LIN000010409487167620     20250515000021840000000000214900002030000290                    
68922800211      DEPARTAMENTO DE 0000105133562169       20250515000391860000000010588600002030000291                    
6891900624       MUNICIPIO DE ZAR000010019486718861     20250515000128840000000002213600002030000292                    
6891801787       MUNICIPIO DE TUR000010529468790061     20240215000014840000000000019700002030000293                    
6800050407       MUNICIPIO DE VAL000010409486968569     20250515000016840000000000288500002030000294                    
6800050407       MUNICIPIO DE VAL000010409486798030     20250515000003840000000000059600002030000295                    
6890480184       SECRETARIA DE ED000010139486376615     20250515000809840000000017911300002030000296                    
68911802111      MUNICIPIO DE TAR0000104033646427       20250515000018860000000000374500002030000297                    
68902109471      ALCALDIA MUCIPIO0000100733574954       20250515000015860000000000249200002030000298                    
6800093816       RAMA JUDICIAL   000010139487075354     20250515003977840000000159091700002030000299                    
6890480184       SECRETARIA DE ED000010139486345466     20250515005780840000000153988400002030000300                    
6892300534       CONTRALORIA GENE000010139487114917     20250515000040840000000001097100002030000301                    
68920993053      ALCALDIA DE PUER0000101333596497       20250515000038860000000000666600002030000302                    
68902109471      ALCALDIA MUCIPIO0000100733575011       20250515000001860000000000007200002030000303                    
68000998329      MUNICIPIO SANTA 0000100733611814       20250515000002860000000000056000002030000304                    
6800103920       DEPARTAMENTO DEL000010519487167721     20250315000001840000000000035300002030000305                    
69000534908      PERSONERIA MUNIC0000105133614793       20250515000002860000000000040700002030000306                    
6800108683       ALCALDIA MUNICIP000010019487172097     20250515000004840000000000018000002030000307                    
6823002530       PERSONERIA MUNIC000010614606659551     20250401000001820000000000039800002030000308                    
68920008120      MUNICIPIO DE CUB0000100733512840       20250515000005860000000000036100002030000309                    
68280020375      PERSONERIA MUNIC0000104033647826       20250315000001860000000000031000002030000310                    
6890680236       MUNICIPIO DE APU000010079487171295     20250515000041840000000000550100002030000311                    
6824001372       CONSEJO MINICIPA000010614607127340     20250501000001820000000000010000002030000312                    
6891855130       MUNICIPIO DE SOG000010029486521664     20250515000050840000000000540100002030000313                    
68001039238      SECRETARIA DE ED0000100733563750       20250515001416860000000025862300002030000314                    
68000998329      MUNICIPIO DE SAN0000100733611656       20250515000001860000000000007200002030000315                    
6891900624       MUNICIPIO DE ZAR000010019486691329     20250515000005840000000000064200002030000316                    
68000998329      MUNICIPIO DE SAN0000100733611589       20250515000006860000000000202700002030000317                    
6891801368       MUNICIPIO DE PAU000010407973670497     20250515000001400000000000007200002030000318                    
6890984221       MUNICIPIO DE EL 000010079487116601     20250515000002840000000000029600002030000319                    
6890907106       SECRETARIA DE ED000010017972523709     20250515000001010000000000237200002030000320                    
6800255101       MUNICIPIO DE HAT000010079487116235     20250515000036840000000000618100002030000321                    
6890907106       MUNICIPIO DE ENV000010017972930223     20250515000001010000000030679500002030000322                    
6890907106       SECRETARIA DE ED000010137972550021     20250515000001130000000021019500002030000323                    
6900131670       CONCEJO MUNICIPA000010019486956407     20250519000001840000000000017100002030000324                    
6890984221       MUNICIPIO DE EL 000010079487124116     20250515000079840000000001356900002030000325                    
6890907106       SECRETARIA DE ED000010137972523741     20250515000001130000000000106800002030000326                    
6890907106       SECRETARIA DE ED000010137972371879     20250515000001130000000000539100002030000327                    
