1202506050238999990547     ESAP                                                                                         
5268836400        020101                                                                                                
68000966139      MUNICIPIO DE PEL0000104033561493       20250515000043860000000000460400002030000070                    
6800095511       ALCALDIA MUNICIP000010139486213446     20250515000003840000000000028300002030000071                    
6800077545       MUNICIPIO DE AQU000010409486572722     20250515000003840000000000035700002030000072                    
68000993177      MUNICIPIO DE MAR0000105133579553       20250515000033860000000000652600002030000073                    
68190005872      CONCEJO MUNICIPA0000104033663660       20250515000002860000000000016600002030000074                    
68908011391      MUNICIPIO DE ANS0000100733594768       20250515000001860000000000029900002030000075                    
6890680437       MUNICIPIO DE SIL000010079486890607     20250515000074840000000001060200002030000076                    
68240066149      CONCEJO MUNICIPA0000100133614284       20250515000001860000000000014600002030000077                    
6800077545       MUNICIPIO DE AQU000010409487196624     20250515000018840000000000266100002030000078                    
68000993177      MUNICIPIO DE MAR0000105133579583       20250515000002860000000000048700002030000079                    
68914800255      MUNICIPIO DE GUA0000100733660279       20250515000001860000000000009000002030000080                    
6800095511       ALCALDIA MUNICIP000010139487197448     20250515000006840000000000084000002030000081                    
68000966139      MUNICIPIO DE PEL0000104033561338       20250515000007860000000000080700002030000082                    
6899999708       MUNICIPIO DE BIT000010519486853688     20250515000019840000000000270400002030000083                    
68906803784      MUNICIPIO DE GIR0000101333524050       20250515000090860000000001291600002030000084                    
6800099079       MUNICIPIO EL ROS000010409487198295     20250515000010840000000000128300002030000085                    
68914800255      MUNICIPIO DE GUA0000100733660195       20250515000020860000000000276400002030000086                    
68000965804      ALCALDIA MUNICIP0000101333607278       20250515000003860000000000045700002030000087                    
68000226188      MUNICIPIO SAN JO0000100733621756       20250515000001860000000000029900002030000088                    
68920993243      SECRETARIA DE ED0000100133523283       20250515002788860000000084394100002030000089                    
6812000941       ASAMBLEA DEPARTA000010137973190932     20250515000001130000000002096100002030000090                    
6891801357       MUNICIPIO DE CHI000010407973621003     20250515000001400000000000029400002030000091                    
6822000994       PERSONERIA MUNIC000010017974052959     20250515000001010000000000037400002030000092                    
68001001411      MUNICIPIO DE SAN0000104033566141       20250515000026860000000000315000002030000093                    
68908011463      MUNICIPIO DE MAR0000104033661450       20250515000001860000000000008700002030000094                    
68906803784      MUNICIPIO DE GIR0000101333523950       20250515000015860000000000315800002030000095                    
68000226188      MUNICIPIO SAN JO0000100733621810       20250515000001860000000000010600002030000096                    
6891801357       MUNICIPIO DE CHI000010407973636991     20250515000001400000000000017700002030000097                    
68908011463      ALCALDIA MUNICIP0000104033660611       20250515000002860000000000028900002030000098                    
68000965804      ALCALDIA MUNICIP0000101333607349       20250515000001860000000000017500002030000099                    
69003347631      PERSONERIA MUNIC0000104033561831       20250515000002860000000000037500002030000100                    
6800093386       MUNICIPIO DE ARB000010077974016332     20250515000001070000000000646300002030000101                    
6800104060       MUNICIPIO DE CON000010407974048854     20250615000001400000000000013500002030000102                    
68000965804      ALCALDIA MUNICIP0000101333607400       20250515000001860000000000015900002030000103                    
68999993186      ALCALDIA MUNICIP0000100733615628       20250515000327860000000006789700002030000104                    
68000197099      MUNICIPIO DE TEN0000100133575483       20250515000019860000000000232300002030000105                    
69003347758      CONCEJO MUNICIPA0000104033663451       20250515000001860000000000007500002030000106                    
68999991728      SECRETARIA DE ED0000100733534996       20250515000044860000000000769700002030000107                    
6809002714       PERSONERIA MUNIC000010011111915841     20250501000001010000000000040500002030000108                    
6819003225       ALCALDIA MUNICIP000010137974043331     20250215000001130000000000007100002030000109                    
6819003225       ALCALDIA MUNICIP000010137974044336     20250315000001130000000000007500002030000110                    
6819003225       ALCALDIA MUNICIP000010137974045162     20250415000001130000000000007400002030000111                    
6899999708       MUNICIPIO DE BIT000010519486853821     20250515000002840000000000038100002030000112                    
6800099079       MUNICIPIO EL ROS000010409487198699     20250515000002840000000000026300002030000113                    
6892280017       CONTRALORIA GENE000010519487196621     20250515000050840000000000845100002030000114                    
6800050407       MUNICIPIO DE VAL000010409487170644     20250515000003840000000000028300002030000115                    
6800074859       MUNICIPIO DE CHI000010409487204163     20250515000012840000000000183400002030000116                    
6890801136       MUNICIPIO DE PAC000010517973867517     20250515000001510000000000409600002030000117                    
6809007150       CONCEJO MUNICIPA000010019487140160     20250519000001840000000000009500002030000118                    
6890801136       MUNICIPIO DE PAC000010517973862132     20250515000001510000000000054900002030000119                    
6800103920       DEPARTAMENTO DEL000010519487167518     20250215000001840000000000035300002030000120                    
6890905211       DISTRITO ESPECIA000010237973083842     20250515000001230000000002694200002030000121                    
6812001681       MUNICIPIO DE LA 000010019487074761     20250515000054840000000000660600002030000122                    
6824000117       PERSONERIA MUNIC000010237973976103     20250515000001230000000000404500002030000123                    
6899999419       MUNICIPIO DE GAC000010079487186282     20250515000001840000000000013100002030000124                    
69001586146      CONCEJO MUNICIPA0000100733513732       20250515000001860000000000010800002030000125                    
6800095980       MUNICIPIO DE PAE000010407973981034     20250515000001400000000000499800002030000126                    
68040130794      CONCEJO MUNICIPA0000100733657954       20250515000001860000000000018500002030000127                    
6800099310       MUNICIPIO DE  DO000010519486404946     20250515001207840000000033939200002030000128                    
6800096740       ALCALDIA DE CANA000010407973617235     20250515000001400000000000495500002030000129                    
6890210946       MUNICIPIO DE JEU000010407973964806     20250515000001400000000000007200002030000130                    
6891857844       MUNICIPIO DEL CO000010407973973015     20250515000001400000000000385300002030000131                    
6890399011       SANTIAGO DE CALI000010237973202345     20250515000001230000000021837600002030000132                    
6891480026       MUNICIPIO DE LA 000010077973965209     20250515000001070000000000003100002030000133                    
6890210946       MUNICIPIO DE JEU000010407973966469     20250515000001400000000000029900002030000134                    
6891780054       MUNICIPIO DE SAN000010019487185897     20250515000023840000000000339700002030000135                    
6899999419       MUNICIPIO DE GAC000010079487185690     20250515000069840000000001091800002030000136                    
6890981518       MUNICIPIO DE AMA000010519486302049     20250515000001840000000000015400002030000137                    
6890981518       MUNICIPIO DE AMA000010519487161495     20250515000082840000000001283400002030000138                    
6890981518       MUNICIPIO DE AMA000010519486297421     20250515000002840000000000044800002030000139                    
6899999419       MUNICIPIO DE GAC000010079487185902     20250515000007840000000000050700002030000140                    
6899999419       MUNICIPIO DE GAC000010079487186014     20250515000002840000000000041000002030000141                    
6800104060       MUNICIPIO DE CON000010407973995681     20250615000001400000000000130800002030000142                    
6899999442       MUNICIPIO DE GUA000010077973589142     20250515000001070000000000749700002030000143                    
68300343485      MINISTERIO DE LA0000100287106898       20250415000005830000000000029000002030000144                    
68911801184      ALCALDIA MUNICIP0000104033607968       20250515000001860000000000018000002030000145                    
6900054035       CONCEJO MUNICIPA000010077973976421     20250515000001070000000000008700002030000146                    
6890984224       MUNICIPIO DE CAI000010077973203902     20250515000001070000000000276600002030000147                    
68919006606      MUNICIPIO DE CAI0000105133548061       20250515000073860000000000853200002030000148                    
6900070619       PERSONERIA MUNIC000010077973975751     20250515000001070000000000038600002030000149                    
6800138959       ALCALDIA MUNICIP000010077973978289     20250515000001070000000000337100002030000150                    
6800120742       CENTRO NACIONAL 000010019487078395     20250515000003840000000000036200002030000151                    
68908011510      MUNICIPIO DE VIC0000100733579987       20250515000042860000000000577700002030000152                    
6890984224       MUNICIPIO DE CAI000010077973218144     20250515000001070000000000074000002030000153                    
6819003475       CONCEJO MUNICIPA000010019487185122     20250401000001840000000000013700002030000154                    
6809002882       CONCEJO MUNICIPA000010019486952619     20250501000002840000000000021100002030000155                    
6890399011       MUNICIPIO DE SAN000010529476942901     20200415000001840000000000001700002030000156                    
6890399011       MUNICIPIO DE SAN000010529476942908     20200615000001840000000000001700002030000157                    
6890399011       MUNICIPIO DE SAN000010529476942917     20200715000001840000000000001000002030000158                    
6890399011       MUNICIPIO DE SAN000010529476942921     20200815000001840000000000001100002030000159                    
6890399011       MUNICIPIO DE SAN000010529476942926     20200915000001840000000000000800002030000160                    
6890399011       MUNICIPIO DE SAN000010529476942942     20201015000001840000000000001600002030000161                    
6890399011       MUNICIPIO DE SAN000010529476942953     20201115000001840000000000002300002030000162                    
6890399011       MUNICIPIO DE SAN000010529476942961     20201215000001840000000000002200002030000163                    
6890399011       MUNICIPIO DE SAN000010529476942967     20210115000001840000000000002300002030000164                    
6890399011       MUNICIPIO DE SAN000010529476942976     20210215000001840000000000001700002030000165                    
6890399011       MUNICIPIO DE SAN000010529476942992     20210315000001840000000000001700002030000166                    
6890399011       MUNICIPIO DE SAN000010529476943001     20210415000001840000000000002400002030000167                    
6890399011       MUNICIPIO DE SAN000010529476943007     20210515000001840000000000002100002030000168                    
6890399011       MUNICIPIO DE SAN000010529476943020     20210615000001840000000000000900002030000169                    
6890399011       MUNICIPIO DE SAN000010529476943031     20210715000001840000000000002000002030000170                    
6890399011       MUNICIPIO DE SAN000010529476943037     20210815000001840000000000002500002030000171                    
6890399011       MUNICIPIO DE SAN000010529476943045     20210915000001840000000000001700002030000172                    
6890399011       MUNICIPIO DE SAN000010529476943053     20211015000001840000000000001800002030000173                    
6890399011       MUNICIPIO DE SAN000010529476943062     20211115000001840000000000002300002030000174                    
6812000019       PERSONERIA MUNIC000010018636467137     20250519000002860000000000042600002030000175                    
6829001149       PERSONERIA MUNIC000010018636374065     20250501000002860000000000042700002030000176                    
68999994138      MUNICIPIO DE PUE0000100733642880       20250515000085860000000001353000002030000177                    
6890399011       MUNICIPIO DE SAN000010529476943068     20211215000001840000000000002400002030000178                    
6890399011       MUNICIPIO DE SAN000010529476943072     20220115000001840000000000001200002030000179                    
6890399011       MUNICIPIO DE SAN000010529477041687     20200315000001840000000000000900002030000180                    
6800095613       MUNICIPIO DE SIP000010529487174031     20250515000001840000000000015200002030000181                    
6800095613       MUNICIPIO DE SIP000010529487175269     20250515000032840000000000374500002030000182                    
6800095613       MUNICIPIO DEE SI000010529487175270     20250515000011840000000000158700002030000183                    
6814001903       CONCEJO MUNICIPA000010529485908554     20250501000001840000000000007300002030000184                    
6800099310       ALCALDIA DEL MUN000010239486213340     20250515000002840000000000070600002030000185                    
68230008097      PERSONERIA MUNIC000010528636481044     20250401000001860000000000024000002030000186                    
68909814935      MUNICIPIO DE ANG0000100778181935       20240515000002890000000000004000002030000187                    
6899999420       MUNICIPIO DE FOS000010407972915887     20250515000001400000000000177700002030000188                    
6800104060       MUNICIPIO DE CON000010407974092233     20250615000001400000000000029900002030000189                    
6900796335       FISCALIA GEnERAL0000105286850302       20250515000186830000000005680000002030000190                    
6800187624       FISCALIA GEnERAL0000105286769711       20250515000210830000000006502900002030000191                    
6800187589       FISCALIA GEnERAL0000105286843908       20250415000002830000000000213400002030000192                    
6800187568       FISCALIA GEnERAL0000105286725650       20250415000004830000000000258600002030000193                    
6824002335       PERSONERIA MUNIC000010019486446405     20250501000002840000000000053600002030000194                    
6800230729       COMANDO GENERAL 000010019486397293     20250501000102840000000001093700002030000195                    
6800230729       COMANDO GENERAL 000010019486397294     20250501000266840000000003548000002030000196                    
6810005498       PERSONERIA MUNIC000010019487110722     20250501000002840000000000042100002030000197                    
6809002897       CONCEJO MUNICIPA000010019487057257     20250501000001840000000000007200002030000198                    
6890801141       MUNICIPIO DE PAL000010519487201542     20250515000040840000000000577700002030000199                    
6824000552       PERSONERIA MUNIC000010409485873354     20250515000002840000000000039500002030000200                    
6890506116       MUNICIPIO DE PAM000010409487202674     20250515000013840000000000236000002030000201                    
6891855130       MUNICIPIO DE SOG000010029486940754     20250515000253840000000006128400002030000202                    
6899999708       MUNICIPIO DE BIT000010519486853941     20250515000001840000000000008400002030000203                    
6890907515       MUNICIPIO DE URR000010137973496179     20250515000001130000000000839000002030000204                    
6800104060       MUNICIPIO DE CON000010407974086896     20250615000001400000000000018700002030000205                    
68999990619      SECRETARIA DISTR0000100787070478       20250515001323830000000057502300002030000206                    
6800099310       MUNICIPIO DE  DO000010519486331870     20250515000079840000000001485000002030000207                    
6800148720       MUNICIPIO SAN PE000010517973796601     20250515000001510000000000231500002030000208                    
6890905211       MUNICIPIO DE MED000010237973391261     20250515000001230000000009583600002030000209                    
68999990619      SECRETARIA DISTR0000100785369144       20240615000001830000000000088200002030000210                    
6891180205       MUNICIPIO DE LA 000010409487205589     20250515000013840000000000188600002030000211                    
6900015357       CONCEJO MUNICIPA000010407974090648     20250515000001400000000000017100002030000212                    
6890905211       DISTRITO ESPECIA000010237973117704     20250515000001230000000002857200002030000213                    
6890210946       MUNICIPIO DE JEU000010407974084311     20250515000001400000000000012400002030000214                    
6800104060       MUNICIPIO DE CON000010407974050743     20250615000001400000000000021700002030000215                    
68909803316      MUNICIPIO DE SAB0000100278242728       20250515000530890000000015671300002030000216                    
6890905211       DISTRITO ESPECIA000010237973117135     20250515000001230000000001257000002030000217                    
6890210946       MUNICIPIO DE JEU000010407974082084     20250515000001400000000000018000002030000218                    
6890905211       DISTRITO ESPECIA000010237972885112     20250515000001230000000014460600002030000219                    
6800251377       PERSONERIA MUNIC000010519487203437     20250515000003840000000000116700002030000220                    
6890905211       DISTRITO ESPECIA000010237973069531     20250515000001230000000006062600002030000221                    
6890905211       DISTRITO ESPECIA000010237973393132     20250515000001230000000142889100002030000222                    
6800104060       MUNICIPIO DE CON000010407974089038     20250615000001400000000000009600002030000223                    
6901100944       CONTRALORIA MUNI000010517972968001     20250515000001510000000000385100002030000224                    
6890905211       DISTRITO ESPECIA000010237972886127     20250515000001230000000006569400002030000225                    
68290011627      CONCEJO MUNICIPA0000104033664831       20250515000001860000000000013200002030000226                    
68070036738      CONCEJO MUNICIPA0000100733663649       20250515000001860000000000012300002030000227                    
6890982489       MUNICIPIO DE ANO000010017973708338     20250515000001010000000000780500002030000228                    
68908011391      MUNICIPIO DE ANS0000100133602544       20250515000001860000000000011300002030000229                    
68001005270      MUNICIPIO DE SEV0000100733571643       20250515000041860000000000654300002030000230                    
6800083233       MUNICIPIO SAN JO000010407974085709     20250515000001400000000000029900002030000231                    
68000989118      ALCALDIA DE VALL0000101333560885       20250515000304860000000008348500002030000232                    
6890982489       MUNICIPIO DE ANO000010407973726115     20250115000001400000000000012300002030000233                    
6890802650       MUNICIPIO BELALC000010079486924463     20250515000023840000000000300700002030000234                    
68090125561      CONCEJO MUNICIPA0000104033664640       20250515000001860000000000008000002030000235                    
68914800341      MUNICIPIO DE SAN0000105133642846       20250515000043860000000000580900002030000236                    
68911800226      MUNICIPIO DE GAR0000103233548338       20250515000096860000000001847400002030000237                    
68000991117      MUNICIPIO DE MOS0000100733585829       20250515000025860000000000387400002030000238                    
68001005217      ALCALDIA MUNICIP0000104033642859       20250515000010860000000000139500002030000239                    
6890905211       DISTRITO ESPECIA000010077973112291     20250515000001070000000004913200002030000240                    
6800083233       MUNICIPIO SAN JO000010407974035671     20250515000001400000000000162400002030000241                    
68000989118      ALCALDIA DE VALL0000101333590838       20250515000014860000000000079200002030000242                    
6891501723       MUNICIPIO DE CAL000010079487210224     20250515000026840000000000353800002030000243                    
6890982489       MUNICIPIO DE ANO000010407973729890     20250215000001400000000000012100002030000244                    
68000991228      MUNICIPIO DE PUP0000101333610671       20250515000035860000000000423900002030000245                    
68380001252      ASAMBLEA DEPARTA0000100187167873       20250515000013830000000001111800002030000246                    
6890982489       MUNICIPIO DE ANO000010407973724066     20241215000001400000000000011800002030000247                    
6890983808       MUNICIPIO DE BUR000010079487195702     20250515000019840000000000354700002030000248                    
6900085820       CONCEJO MUNICIPA000010614607324081     20250501000001820000000000008300002030000249                    
68999993186      SECRETARIA DE ED0000100733562733       20250515000667860000000020831300002030000250                    
6800083233       MUNICIPIO SAN JO000010407974044328     20250515000001400000000000129100002030000251                    
68000966139      MUNICIPIO DE PEL0000104033560978       20250515000004860000000000019500002030000252                    
68908011391      MUNICIPIO DE ANS0000100133602760       20250515000069860000000001039400002030000253                    
68999993186      ALCALDIA MUNICIP0000100733562610       20250515000065860000000001204100002030000254                    
68914800248      MUNICIPIO DE BEL0000105133596783       20250515000033860000000000528900002030000255                    
6890211142       CONTRALORIA MUNI000010529487209933     20250515000046840000000001723800002030000256                    
68922800211      DEPARTAMENTO DE 0000105133570851       20250515000100860000000002461500002030000257                    
68070013275      PERSONERIA MUNIC0000100733664091       20250515000002860000000000035400002030000258                    
6800103318       MUNICIPIO DE SAN000010409487198591     20250515000007840000000000045500002030000259                    
68000706824      MUNICIPIO DE TIB0000104033643309       20250515000042860000000000814400002030000260                    
6891200513       MUNICIPIO DE PUE000010029486843167     20250515000052840000000000778900002030000261                    
68922800211      DEPARTAMENTO DE 0000105133570850       20250515000033860000000000467600002030000262                    
68090042341      PERSONERIA MUNIC0000100733665575       20250515000002860000000000043800002030000263                    
68000991321      MUNICIPIO DE ROB0000100733564983       20250515000016860000000000251500002030000264                    
6899999709       ALCALDIA MUNICIP000010517973863198     20250515000001510000000000235400002030000265                    
6899999709       ALCALDIA MUNICIP000010517973796725     20250515000001510000000000038200002030000266                    
6899999420       MUNICIPIO DE FOS000010407973419913     20250515000001400000000000035200002030000267                    
68908011391      MUNICIPIO DE ANS0000100133602563       20250515000001860000000000011300002030000268                    
6899999420       MUNICIPIO DE FOS000010407973420466     20250515000001400000000000014700002030000269                    
68905046120      MUNICIPIO DE ABR0000100733659705       20250515000028860000000000436500002030000270                    
68911801819      MUNICIPIO DE TER0000104033571103       20250515000001860000000000010700002030000271                    
6891680011       SECRETARIA DE ED000010017973773571     20250515000001010000000003199800002030000272                    
6899999420       MUNICIPIO DE FOS000010407973439272     20250515000001400000000000038600002030000273                    
6800099079       MUNICIPIO EL ROS000010409486886427     20250515000001840000000000015600002030000274                    
6800131177       MUNICIPIO  DE CH000010407973724325     20250515000001400000000000009900002030000275                    
6800100518       MUNICIPIO DE EL 000010409487172028     20250515000039840000000000437800002030000276                    
6890802650       MUNICIPIO BELALC000010079486619035     20250515000002840000000000043700002030000277                    
6899999420       MUNICIPIO DE FOS000010077972918991     20250515000001070000000000044800002030000278                    
6890210932       MUNICIPIO  DE BA000010237974112633     20250515000001230000000000355900002030000279                    
6891855222       MUNICIPIO DE NOB000010019486348074     20250515000001840000000000007200002030000280                    
6899999420       MUNICIPIO DE FOS000010407973420891     20250515000001400000000000019400002030000281                    
6899999709       ALCALDIA MUNICIP000010517973794897     20250515000001510000000000011500002030000282                    
6891501723       MUNICIPIO DE CAL000010239486373591     20250515000001840000000000010300002030000283                    
6890802650       MUNICIPIO BELALC000010079486915647     20250515000001840000000000010900002030000284                    
6800099143       MUNICIPIO DE SAN000010409486570260     20250515000001840000000000008200002030000285                    
6800077808       MUNICIPIO DE MUZ000010519486211856     20250515000002840000000000041800002030000286                    
6890000613       MUNICIPIO DE QUI000010519486925777     20250515000070840000000001003400002030000287                    
6800253526       MUNICIPIO DE CAN000010019487212193     20250515000047840000000000660200002030000288                    
6800024977       MUNICIPIO DE TAM000010079487193896     20250215000002840000000000002100002030000289                    
6800012631       MUNICIPIO DE GUA000010407973102472     20250515000001400000000000168000002030000290                    
6891901155       MUNICIPIO DE VER000010519487212470     20250515000028840000000000377800002030000291                    
68020035376      CONCEJO MUNICIPA0000100733666843       20250515000001860000000000007200002030000292                    
68922800211      SECRETARIA DE ED0000101333563147       20250415000004860000000000014600002030000293                    
6899999420       MUNICIPIO DE FOS000010407972920813     20250515000001400000000000006500002030000294                    
6800103927       DEPARTAMENTO NOR000010019487076343     20250515000537840000000015163700002030000295                    
6800099143       MUNICIPIO DE SAN000010409486574720     20250515000001840000000000014000002030000296                    
68904800221      MUNICIPIO EL CAR0000100178086958       20250515000057890000000000782900002030000297                    
68000310757      MUNICIPIO DE MIS0000100733583546       20250515000001860000000000011600002030000298                    
6800100136       MUNICIPIO DE PIE000010409487191257     20250515000002840000000000042000002030000299                    
68907009780      MUNICIPIO DE SUA0000104033607475       20250515000026860000000000348500002030000300                    
6809002755       CONCEJO MUNICIPA000010407973692830     20250515000001400000000000010300002030000301                    
6890702017       MUNICIPIO DE ALP000010407974114148     20250515000001400000000000245900002030000302                    
6800024977       MUNICIPIO DE TAM000010079487193515     20250115000001840000000000002200002030000303                    
6800077808       MUNICIPIO DE MUZ000010519486217105     20250515000001840000000000020400002030000304                    
6891680395       ALCALDIA DE BAHI000010019487212115     20250515000024840000000000467000002030000305                    
6800077808       MUNICIPIO DE MUZ000010519487217605     20250515000015840000000000202100002030000306                    
6800099106       MUNICIPIO DE MAG000010239487169783     20240615000001840000000000014800002030000307                    
6800099143       MUNICIPIO DE SAN000010409486763081     20250515000003840000000000010900002030000308                    
6800099115       ALCALDIA MUNICIP000010079487211892     20250515000015840000000000192900002030000309                    
6890205051       MUNICIPIO DE SUR000010409487212443     20250515000015840000000000224300002030000310                    
68903990256      MUNICIPIO DE YUM000010511073095429     20250515000493880000000018553700002030000311                    
6820001526       PERSONERIA MUNIC000010407974126790     20250515000001400000000000039500002030000312                    
6899999362       MUNICIPIO DE GUA000010077974126642     20250515000001070000000000689200002030000313                    
68000994412      MUNICIPIO DE SAT0000104033560468       20250515000002860000000000037100002030000314                    
6800077808       MUNICIPIO DE MUZ000010409486212239     20250515000004840000000000054400002030000315                    
68911800219      MUNICIPIO DE PAL0000105133663523       20250515000024860000000000530700002030000316                    
6800024977       MUNICIPIO DE TAM000010079487194215     20250315000002840000000000002200002030000317                    
6800165868       RAMA JUDICIAL DI000010029486966409     20250415000002840000000000001000002030000318                    
69001448301      PERSONERIA MUNIC0000100133666573       20250515000002860000000000053500002030000319                    
6800077808       MUNICIPIO DE MUZ000010519487140519     20250515000002840000000000007300002030000320                    
6800077808       MUNICIPIO DE MUZ000010519486217261     20250515000002840000000000025400002030000321                    
6892301130       MUNICIPIO DE BOS000010019486477246     20250515000056840000000001003000002030000322                    
6800099143       MUNICIPIO DE SAN000010409487213770     20250515000013840000000000145700002030000323                    
68002312531      CONCEJO MUNICIPA0000104033636738       20250515000002860000000000018600002030000324                    
6800094716       MUNICIPIO QUETAM000010519487216085     20250515000018840000000000295500002030000325                    
68230008033      CONCEJO MUNICIPA0000150733649174       20250515000001860000000000010000002030000326                    
